air_temperature,process_temperature,rotational_speed,torque,tool_wear,target
299.73,309.78,1478.3,27.64,50.6,0
294.16,304.76,1497.4,46.08,51.2,0
298.71,308.16,1424.5,62.89,148.7,1
296.4,306.06,1598.1,41.26,72.0,0
302.1,313.76,1668.7,46.87,67.3,0
299.93,310.69,1425.1,56.77,149.4,0
298.75,308.21,1118.0,28.8,161.8,1
300.27,310.07,1632.0,44.32,211.0,1
299.7,310.48,1464.8,29.6,79.3,0
300.09,309.24,1469.4,39.43,102.8,0
300.2,310.91,1420.4,31.84,76.0,0
298.64,308.57,1525.0,39.48,51.3,0
302.89,314.41,1693.1,33.32,81.4,0
299.22,308.92,1268.5,50.31,232.4,1
302.66,311.98,1453.8,50.52,44.2,0
300.22,310.6,1769.1,39.22,224.7,1
297.31,305.61,1677.0,44.42,95.7,0
302.96,312.42,1515.3,35.01,199.6,0
297.6,309.22,1542.0,33.95,218.9,0
303.12,313.2,1296.0,43.14,205.4,1
299.95,309.88,1301.4,41.42,107.7,0
300.12,309.71,1250.7,47.15,53.0,0
300.98,309.89,1623.0,44.37,52.4,0
301.83,311.32,1675.5,36.9,173.2,0
299.8,309.27,1382.4,43.42,68.5,0
300.17,309.78,1784.5,41.7,25.4,0
301.36,311.68,1340.7,43.17,13.6,0
300.95,311.54,1741.5,40.35,21.7,0
297.97,309.03,1642.7,33.57,168.7,0
300.47,309.94,1518.9,47.45,78.6,0
298.85,308.9,1660.6,29.77,69.9,0
300.39,310.48,1193.4,34.89,200.9,0
302.82,312.64,1448.5,40.89,137.6,0
299.7,309.6,1703.4,40.34,236.6,0
300.43,312.45,1743.5,33.26,21.8,0
298.07,308.64,1594.1,31.86,208.3,0
302.48,312.54,1688.8,25.66,117.4,0
295.76,306.13,1539.2,33.27,91.5,0
298.06,309.42,1378.2,30.71,85.5,0
299.06,309.72,1459.9,51.4,210.2,1
300.68,311.05,1571.5,37.12,166.3,0
300.16,309.92,1249.4,53.7,155.3,0
304.99,312.5,1611.1,33.58,153.7,0
300.67,309.78,1532.2,31.94,214.8,0
299.14,309.05,1458.2,31.24,75.8,0
300.01,309.46,1397.3,36.34,180.8,0
302.25,313.91,1426.4,48.1,213.1,0
299.84,308.89,1590.3,30.02,115.3,0
298.49,307.49,1625.9,53.75,231.5,1
299.39,309.54,1507.5,40.02,153.0,0
302.38,313.61,1448.2,30.9,141.3,0
298.33,307.59,1455.8,28.85,184.0,0
300.48,311.7,1618.8,21.14,231.0,0
300.65,311.73,1619.6,49.97,140.9,0
299.41,310.15,1595.7,40.14,195.8,0
298.72,310.64,1607.6,43.25,164.2,0
299.71,310.96,1604.5,39.49,240.4,0
298.51,308.87,1350.8,60.78,208.8,1
299.52,310.55,1937.6,47.5,236.5,1
299.25,307.71,1386.0,30.75,226.6,1
299.06,309.0,1362.2,44.68,138.3,0
298.95,308.9,1569.7,38.73,105.9,0
300.52,310.3,1295.0,45.91,26.7,0
298.69,308.28,1587.8,53.66,173.5,0
300.65,310.09,1562.7,49.57,5.0,0
299.48,310.88,1286.6,53.3,58.4,0
300.16,308.96,1749.6,41.22,200.3,1
299.5,309.27,1738.9,53.03,22.3,1
297.66,306.67,1235.6,31.63,122.8,0
298.99,309.58,1652.7,35.16,12.7,0
302.9,313.06,1363.3,51.19,80.1,0
302.22,311.38,1441.4,49.95,164.3,0
302.46,312.82,1407.2,47.19,193.0,0
298.4,309.52,1679.8,43.5,78.0,0
298.86,309.19,1667.3,39.95,168.6,0
301.17,311.71,1548.9,44.1,111.2,0
300.99,312.52,1410.6,53.46,101.7,0
296.97,307.13,1829.0,41.92,210.6,1
301.23,311.1,1622.3,44.66,62.6,0
301.88,312.06,1619.1,30.51,152.5,0
298.45,307.85,1482.8,31.9,214.9,1
302.1,313.19,1306.8,38.53,115.5,0
301.12,310.88,1738.4,59.84,36.1,1
301.81,310.33,1599.2,38.98,116.4,0
301.0,311.09,1471.2,56.92,105.9,0
298.09,307.75,1871.6,29.02,31.2,0
300.59,309.33,1696.4,47.25,118.6,0
300.23,308.5,1872.9,41.13,45.9,0
297.07,307.24,1428.1,30.68,239.4,0
300.65,311.88,1545.7,55.42,193.5,0
301.84,310.73,1505.9,47.3,56.8,0
298.18,308.97,1516.0,41.48,166.6,0
301.09,311.43,1751.4,39.59,25.8,0
302.56,313.16,1437.2,31.89,96.6,0
296.85,306.51,1534.5,39.07,163.5,0
299.9,310.19,1514.4,33.28,155.4,0
299.04,308.59,1569.4,28.22,208.8,1
296.77,306.59,1726.6,58.8,212.6,1
301.06,310.16,1346.3,38.82,19.9,0
297.5,308.7,1617.0,41.4,37.5,0
303.76,313.85,1396.0,43.65,172.7,0
301.63,312.28,1380.5,36.53,111.7,0
302.56,312.89,1478.3,35.34,174.5,0
302.93,312.99,1885.2,42.49,135.6,0
299.09,308.01,1506.4,53.49,66.4,0
299.84,311.12,1482.7,22.84,125.0,0
299.55,308.58,1658.5,41.76,154.3,0
300.36,310.5,1401.9,40.91,219.2,1
297.88,308.55,1709.3,58.69,239.9,1
301.48,312.59,1672.8,37.51,139.7,0
298.19,310.37,1423.3,37.3,33.6,0
298.2,309.26,1711.1,12.0,203.8,1
298.71,309.64,1706.6,35.03,154.2,0
300.19,310.63,1534.8,52.33,123.7,0
301.9,310.93,1485.3,35.49,40.6,0
299.62,309.34,1710.3,51.82,185.0,1
298.82,308.63,1655.1,48.57,165.9,0
302.32,311.22,1442.7,34.83,103.9,0
299.25,306.65,1610.1,42.96,67.1,0
296.44,307.34,1647.8,32.13,110.5,0
301.22,310.92,1569.2,48.54,217.7,0
303.26,311.49,1584.5,40.73,66.0,0
299.19,309.46,1651.1,35.82,75.0,0
305.18,314.75,1688.2,29.41,157.2,0
300.79,311.12,1452.0,46.85,178.2,0
299.65,309.87,1675.3,35.43,54.9,0
301.19,311.52,1507.5,45.21,124.1,0
299.58,311.32,1619.4,37.59,37.4,0
300.86,310.09,1475.0,45.81,113.6,0
299.92,308.1,1490.9,39.42,71.6,0
304.46,314.68,1524.1,45.65,80.8,0
301.21,312.26,1517.4,28.37,209.6,1
301.91,312.15,1792.5,42.38,80.2,0
300.52,310.19,1505.9,45.34,241.1,1
295.4,307.76,1743.4,36.85,184.2,0
301.19,310.83,1793.9,38.2,98.2,0
297.82,306.64,1520.6,39.41,215.1,0
297.18,306.18,1669.6,49.36,172.9,0
296.5,306.29,1251.0,33.57,189.6,0
299.27,308.68,1653.7,57.45,199.4,1
297.44,308.44,1632.0,35.71,244.1,1
302.11,310.81,1382.8,58.67,172.7,0
300.3,311.19,1727.5,39.19,32.9,0
299.92,310.29,1551.0,20.37,68.7,1
301.39,311.72,1369.8,42.05,86.3,0
300.84,310.81,1673.0,38.15,22.0,0
302.53,313.62,2006.4,31.08,67.5,0
299.78,308.26,1582.3,34.87,181.1,0
299.51,309.73,1555.2,54.68,171.9,0
301.09,312.02,1639.3,31.63,95.9,0
300.48,309.71,1380.4,42.0,68.7,0
300.87,313.18,1417.4,32.45,75.2,0
301.3,310.01,1799.9,57.3,192.5,1
297.16,307.84,1293.0,36.24,124.8,0
301.33,311.47,1441.7,57.65,26.7,0
298.75,307.97,1649.6,37.1,49.8,0
301.42,311.19,1734.8,35.4,67.1,0
299.38,309.94,1550.6,47.7,129.9,0
297.92,308.28,1570.3,36.12,189.5,0
299.02,308.41,1401.6,32.71,222.2,0
294.12,303.02,1538.1,46.45,177.1,0
298.05,308.09,1841.8,31.22,238.5,1
301.69,309.56,1601.7,43.33,185.6,0
298.91,305.89,1429.4,36.82,224.3,1
300.88,311.76,1464.4,48.79,73.6,0
305.29,315.35,1805.8,38.1,99.1,0
299.38,308.29,1595.7,68.65,217.1,1
298.56,310.23,1510.0,27.09,67.1,0
300.89,308.28,1523.3,29.97,123.1,0
298.61,307.44,1365.4,36.22,1.1,0
302.64,310.55,1530.9,18.64,116.8,1
302.01,311.87,1585.6,50.97,41.0,0
298.9,308.57,1472.2,37.36,227.6,1
298.8,311.08,1627.0,39.18,217.2,0
300.69,311.39,1584.3,19.19,94.0,1
299.96,310.32,1609.5,40.8,243.9,1
300.51,310.9,1383.4,32.53,47.3,0
300.06,309.7,1209.9,37.18,6.3,0
299.04,308.21,1642.4,46.95,227.6,1
296.45,306.97,1559.9,25.84,66.9,0
300.45,310.62,1637.0,35.16,100.3,0
300.7,311.77,1533.9,48.92,3.0,0
299.56,310.0,1414.6,42.02,24.6,0
300.48,310.3,1596.7,31.9,27.2,0
303.03,312.23,1618.7,57.83,232.8,1
297.19,308.1,1373.9,27.3,43.4,0
299.4,309.25,1409.8,22.62,177.9,1
300.34,312.3,1525.1,35.01,21.0,0
301.03,309.88,1678.2,41.82,39.0,0
300.34,310.34,1699.6,55.2,55.1,1
299.53,307.64,1319.3,37.86,153.1,1
298.34,307.62,1677.3,41.51,227.0,0
297.95,308.69,1586.8,33.69,21.8,0
302.16,311.81,1489.1,35.79,52.6,0
299.01,309.99,1469.2,54.67,20.3,0
300.37,309.04,1864.7,40.65,133.3,0
296.34,305.89,1321.0,32.75,122.3,0
301.22,310.18,1381.4,37.34,6.2,0
297.85,307.51,1641.1,27.43,141.8,0
300.8,311.25,1655.0,45.01,231.2,1
301.37,311.31,1402.9,55.01,106.3,0
298.78,306.95,1610.3,50.4,214.1,0
300.6,310.03,1541.7,43.14,185.3,0
298.75,311.9,1856.6,39.27,145.8,0
298.77,309.18,1525.9,39.88,12.8,0
300.6,310.09,1478.4,29.69,2.9,0
301.15,309.78,1521.9,24.21,111.7,0
296.26,307.12,1770.3,42.18,162.2,0
302.63,312.61,1674.5,27.02,29.8,0
297.79,308.18,1385.9,36.35,74.8,0
297.94,308.77,1450.8,54.65,144.4,0
302.18,311.97,1744.5,22.82,29.3,0
300.42,310.81,1620.7,48.63,186.8,0
303.15,313.59,1921.1,52.24,135.9,1
299.76,308.44,1372.2,26.67,217.9,0
298.93,308.12,1481.4,18.8,151.1,1
304.58,315.04,1206.1,39.43,48.4,0
296.89,307.66,1544.6,48.01,105.9,0
300.09,311.09,1840.1,48.91,227.0,1
298.6,308.54,1764.3,32.83,199.2,0
298.69,307.36,1889.4,46.42,239.0,1
297.5,306.19,1741.6,51.27,218.0,1
298.23,309.38,1460.8,59.19,224.9,1
301.87,311.97,1675.8,33.47,49.4,0
300.45,309.91,1453.9,37.54,111.0,0
300.77,312.52,1320.9,21.0,100.4,1
299.56,310.45,1353.0,48.09,50.9,0
300.04,310.38,1556.1,49.94,174.9,0
298.78,308.7,1599.1,36.94,58.6,0
299.97,308.82,1530.6,32.4,75.5,0
301.7,310.89,1504.6,44.36,115.6,0
301.39,310.84,1526.8,25.12,152.8,0
293.52,304.75,1659.5,38.42,38.9,0
299.26,308.86,1470.2,46.87,230.6,1
301.03,308.94,1446.9,31.59,226.2,0
302.95,313.38,1717.5,27.28,69.4,0
300.83,311.52,1389.4,71.18,91.1,1
299.71,310.26,1409.6,42.99,23.8,0
298.58,307.37,1472.3,32.04,58.7,0
301.23,309.44,1441.4,40.13,229.9,0
303.69,313.19,1462.1,31.85,138.8,0
299.27,308.35,1100.0,48.18,182.6,0
297.41,308.99,1451.4,47.88,175.2,0
298.85,308.64,1600.0,33.37,212.8,0
299.86,308.04,1246.7,35.23,195.0,1
300.26,310.18,1686.7,44.94,37.7,0
298.64,308.98,1418.8,25.91,190.7,0
304.29,315.01,1346.2,22.61,144.5,1
295.15,304.31,1556.5,50.02,129.6,0
302.91,313.09,1587.1,27.9,54.8,0
300.59,311.26,1633.3,28.57,189.4,0
296.24,305.53,1346.6,35.52,0.9,0
300.61,308.7,1494.2,40.23,165.2,0
301.06,310.84,1246.6,22.49,60.6,1
302.15,312.07,1347.5,39.9,62.2,0
295.0,304.39,1581.7,42.72,106.0,0
296.0,306.59,1358.5,39.36,214.7,0
298.91,309.41,1603.5,54.34,153.3,1
297.41,307.81,1100.0,39.59,49.6,0
298.97,308.19,1614.9,17.47,196.7,1
299.28,308.26,1524.8,44.73,56.1,0
301.09,311.79,1501.6,41.67,123.1,0
301.01,312.99,1443.6,53.33,62.3,0
300.86,311.17,1909.9,18.95,103.8,0
299.91,308.64,1349.4,52.06,34.7,0
298.41,309.9,1584.2,29.96,171.5,0
297.54,306.07,1538.7,49.56,105.5,0
303.05,311.79,1675.1,29.74,89.2,0
300.76,309.56,1267.5,40.58,79.6,0
300.57,312.46,1874.8,56.37,64.2,1
298.54,307.95,1575.3,35.45,62.1,0
299.72,310.54,1476.4,43.06,212.0,0
300.42,311.93,1202.1,45.88,190.0,0
297.43,309.07,1289.1,51.8,10.8,0
307.71,317.7,1357.8,33.4,119.5,0
298.75,309.2,1366.2,16.33,88.5,1
296.89,307.14,1630.4,37.51,31.6,0
299.15,309.46,1672.0,32.38,49.6,0
297.56,310.32,1691.1,40.69,15.9,0
302.19,311.71,1606.1,44.4,146.4,0
303.54,315.0,1805.2,39.6,58.0,0
304.12,315.17,1757.2,28.63,28.9,0
298.23,308.66,1713.6,25.69,61.3,0
301.47,312.43,1543.0,43.63,36.4,0
297.63,308.2,1253.0,33.71,154.4,0
302.27,312.88,1451.9,41.26,168.9,0
299.16,308.26,1413.4,42.31,52.4,0
303.35,311.9,1490.1,26.79,70.4,0
299.74,308.64,1484.2,38.94,128.4,0
298.19,307.06,1449.8,31.98,24.3,0
300.1,310.52,1810.7,51.91,153.8,1
299.96,310.67,1702.7,44.5,76.6,0
301.58,313.99,1440.8,38.86,167.0,0
302.89,314.63,1643.5,31.63,54.7,0
299.55,310.44,1572.2,61.22,28.1,1
301.71,311.29,1357.5,40.39,16.6,0
295.85,306.44,1277.0,33.34,185.6,0
303.47,312.05,1618.9,43.35,68.1,0
301.29,309.76,1393.9,34.49,11.4,0
298.95,308.62,1773.4,47.15,233.9,1
304.81,314.61,1805.7,57.53,6.1,1
301.91,312.94,1361.5,46.42,94.9,0
296.86,306.57,1663.2,48.22,18.8,0
300.85,311.22,1376.7,36.38,133.7,0
298.68,308.27,1770.5,32.44,199.4,0
299.89,308.28,1618.0,45.28,201.8,1
301.49,311.11,1382.1,49.59,209.0,0
300.83,309.81,1665.0,33.88,177.4,0
300.39,310.83,1517.1,39.37,243.0,0
300.1,310.7,1660.2,39.59,60.1,0
301.4,311.95,1655.3,47.07,5.0,0
300.09,310.84,1686.5,42.88,174.7,0
300.04,309.63,1312.9,37.46,166.3,0
298.75,310.18,1634.9,36.85,205.2,0
296.95,307.21,1457.8,26.78,22.3,0
301.02,309.05,1480.2,57.23,66.7,0
297.28,306.86,1458.6,28.36,9.9,0
300.99,309.78,1313.3,30.51,220.9,1
300.5,309.87,1728.9,41.04,96.7,0
299.63,308.81,1507.9,38.71,79.0,0
301.28,310.04,2036.1,34.73,220.5,1
300.57,309.15,1669.3,37.3,152.5,0
297.61,308.2,1805.4,47.73,198.1,1
303.46,311.59,1902.3,51.37,80.6,1
297.95,306.88,1491.3,43.08,47.9,0
296.95,306.02,1424.2,42.51,84.0,0
299.38,310.26,1609.8,50.26,186.9,0
304.64,315.81,1302.7,29.45,226.8,1
299.49,310.34,1435.3,27.46,71.4,0
299.2,310.73,1873.7,57.87,105.8,1
297.49,308.8,1452.7,40.3,28.8,0
299.34,308.21,1573.4,31.29,116.1,0
302.1,313.18,1420.5,53.47,211.3,1
301.36,308.62,1639.2,41.8,112.8,0
299.07,309.96,1554.5,38.25,36.5,0
303.7,312.73,1311.4,35.75,34.3,0
299.61,309.92,1674.2,50.3,185.9,0
299.3,309.06,1540.3,52.89,28.5,0
298.94,308.4,1614.7,30.06,166.2,0
303.54,314.0,1497.6,42.82,101.6,0
298.7,307.18,1201.2,39.65,231.0,1
302.52,311.69,1542.1,49.78,59.9,0
303.06,311.76,1446.7,39.8,30.0,0
297.56,307.89,1372.1,40.16,170.9,0
299.48,311.18,1813.5,54.38,3.6,1
300.03,308.97,1458.0,52.74,237.6,1
299.23,310.15,1489.5,46.96,150.5,0
298.46,307.73,1288.6,40.15,200.3,1
303.73,313.36,1622.2,38.41,214.2,0
300.7,312.04,1459.8,37.77,184.6,0
301.08,311.89,1806.4,43.81,235.1,1
299.64,310.33,1456.2,55.05,97.8,0
298.32,308.74,1523.4,50.29,105.8,0
299.58,308.56,1656.3,59.72,153.8,1
298.19,307.81,1450.3,40.78,142.4,0
301.91,312.79,1665.7,35.23,26.2,0
300.36,310.14,1636.0,48.51,42.3,0
301.68,312.02,1391.1,30.22,113.8,0
301.83,312.47,1550.1,53.14,113.7,0
295.69,305.32,1401.6,47.41,77.9,0
301.36,312.37,1539.4,33.68,148.5,0
300.2,309.08,1430.4,31.79,174.7,0
298.4,308.4,1693.3,31.51,241.3,0
301.36,312.2,1357.6,63.25,61.7,0
299.95,309.56,1483.3,31.94,160.9,0
300.14,310.46,1541.3,33.69,41.6,0
299.84,310.24,1552.9,36.08,52.8,0
301.31,311.66,1647.7,33.45,65.5,0
301.31,311.96,1548.9,46.82,104.5,0
300.39,309.63,1404.2,44.44,225.3,0
298.64,308.42,1628.7,50.74,166.3,0
301.56,313.05,1117.1,37.8,26.5,0
301.27,311.46,1515.4,48.99,138.2,0
299.38,309.7,1520.9,41.06,1.0,0
301.45,312.0,1410.5,42.21,66.0,0
299.54,309.55,1279.3,51.06,175.5,0
297.24,308.07,1494.4,37.19,221.0,0
296.59,306.16,1483.5,45.05,31.2,0
296.04,307.9,1738.4,53.11,233.3,1
298.77,307.41,1456.0,39.63,149.4,0
296.61,305.15,1329.7,51.87,147.5,1
297.61,308.91,1636.0,43.6,235.2,1
298.02,309.42,1431.2,43.74,144.0,0
298.49,305.95,1539.0,56.66,103.9,1
300.65,310.35,1667.4,61.43,230.3,1
300.09,309.82,1593.8,45.04,188.0,0
301.22,311.04,1708.0,29.12,146.8,0
299.66,310.18,1379.2,38.59,53.1,0
298.36,309.5,1244.2,24.67,244.5,1
300.88,309.0,1469.4,42.98,138.6,0
301.34,311.1,1560.3,35.5,39.8,0
303.19,313.6,1595.0,33.45,194.8,0
299.14,309.57,1456.4,40.65,41.6,0
300.19,310.54,1314.7,16.5,76.2,1
300.85,309.42,1447.5,36.73,232.0,1
300.23,310.57,1226.1,54.76,210.3,1
300.65,311.47,1419.9,53.77,154.4,0
304.93,313.92,1293.1,31.27,98.7,0
301.42,311.24,1627.0,37.0,194.1,0
303.09,315.15,1540.1,35.97,204.1,1
301.94,311.79,1390.6,33.49,189.8,0
303.68,311.36,1529.6,41.66,154.3,0
302.95,313.57,1545.6,29.62,2.2,0
298.65,307.0,1584.6,34.09,27.1,0
301.9,313.34,1637.7,47.23,196.5,0
297.07,307.0,1372.9,47.38,142.3,0
300.98,310.05,1669.2,39.96,185.9,0
300.25,309.65,1472.8,23.19,2.0,0
297.14,307.41,1770.4,48.26,160.7,0
298.62,308.53,1649.7,30.6,206.4,0
303.5,313.95,1548.0,51.55,211.4,0
302.23,313.98,1315.7,22.46,77.1,1
301.24,310.26,1603.5,24.27,152.7,0
305.15,314.49,1650.6,34.55,42.5,0
300.54,310.74,1221.8,30.88,201.3,0
300.25,309.47,1334.6,31.02,1.4,0
296.74,307.17,1315.9,36.61,0.8,0
300.47,310.7,1669.1,20.83,242.5,0
302.25,312.75,1802.5,30.12,115.9,0
300.27,310.2,1561.9,36.55,30.9,0
300.52,310.33,1437.0,45.45,77.7,0
300.93,309.66,1381.2,32.65,50.5,0
299.18,308.78,1446.7,47.07,144.4,0
296.79,308.78,1402.8,31.14,150.6,0
299.93,311.32,1573.7,38.72,242.7,0
297.42,306.39,1215.2,36.03,194.6,0
297.76,308.08,1505.2,30.61,224.3,0
299.74,308.75,1366.3,28.79,178.6,0
298.49,307.46,1626.6,43.39,108.8,0
301.47,311.76,1528.4,46.31,198.7,0
300.04,311.05,1571.7,31.92,9.5,0
299.11,309.06,1528.0,47.49,218.4,1
301.58,311.2,1682.1,46.19,88.3,0
302.76,313.96,1508.1,28.47,156.8,0
300.23,308.85,1486.7,31.98,170.1,0
300.24,310.47,1561.9,48.13,93.9,0
299.0,307.78,1502.1,36.67,133.7,0
298.66,309.0,1504.6,33.39,72.6,0
302.96,312.27,1384.8,30.93,181.9,0
299.98,309.97,1601.3,41.08,136.0,0
300.66,310.51,1550.8,24.52,193.6,0
297.5,307.96,1664.4,25.35,9.8,0
298.02,307.24,1704.5,40.43,231.6,0
302.11,311.26,1335.8,53.99,47.1,0
299.44,309.07,1369.9,35.64,47.7,0
303.25,314.33,1477.4,33.63,10.5,0
296.84,307.49,1970.5,56.39,134.5,1
303.05,312.74,1613.6,34.52,97.4,0
300.57,311.45,1439.9,42.94,37.1,0
298.53,308.76,1324.3,41.83,124.0,0
294.89,304.61,1494.0,31.78,84.1,0
302.37,313.16,1769.6,30.03,105.3,0
297.72,308.94,1559.7,57.45,88.0,1
302.17,311.82,1737.1,54.95,5.9,1
296.63,305.1,1407.2,34.18,42.8,0
302.32,312.07,1576.9,32.97,29.8,0
298.28,309.25,1572.7,30.49,214.4,1
300.83,310.83,1207.9,41.39,119.4,0
302.38,310.4,1378.3,56.39,67.2,1
300.23,313.34,1282.3,49.78,175.4,0
300.19,310.52,1362.2,47.45,125.6,0
298.87,309.98,1825.8,54.98,97.5,1
298.59,309.41,1577.9,44.14,100.9,0
300.3,310.69,1516.5,50.61,80.5,0
299.48,307.53,1551.5,40.53,65.4,0
297.15,305.84,1663.4,37.25,96.0,0
301.53,310.42,1459.3,47.4,80.6,0
300.65,311.2,1551.3,36.16,1.4,0
300.46,310.7,1418.5,31.29,165.9,0
300.56,311.1,1805.6,44.75,14.8,0
298.91,308.82,1395.0,40.02,124.9,0
298.75,307.38,1654.7,49.68,148.9,0
298.0,307.43,1474.0,50.32,144.2,0
296.48,306.15,1460.7,35.33,144.6,0
301.19,311.09,1415.4,50.85,173.6,0
300.03,310.5,1557.8,44.76,48.9,0
301.03,311.71,1369.1,35.69,75.8,0
299.66,310.61,1641.3,33.11,30.4,0
297.71,307.36,1526.9,39.55,107.4,0
301.84,313.35,1571.7,36.42,132.7,0
296.02,305.57,1489.1,53.37,22.4,0
298.47,309.91,1641.4,50.98,121.1,0
299.95,309.54,1508.3,34.43,204.5,0
301.08,310.17,1581.6,43.87,215.9,1
300.57,309.73,1568.5,50.95,157.2,0
297.1,306.62,1530.4,35.68,2.4,0
301.16,311.57,1509.8,51.04,200.5,1
297.04,307.32,1447.4,42.54,2.7,0
302.44,312.94,1418.6,49.85,210.3,0
304.18,315.86,1365.7,53.06,223.3,1
296.33,306.0,1343.3,50.75,24.6,0
