air_temperature,process_temperature,rotational_speed,torque,tool_wear,target
300.5,310.33,1528.3,58.92,128.0,1
300.69,312.35,1718.4,31.16,1.8,0
298.64,308.66,1551.8,32.27,77.6,0
300.46,310.7,1418.5,31.29,165.9,0
300.59,309.33,1696.4,47.25,118.6,0
298.57,307.95,1503.3,44.48,239.7,0
303.73,313.36,1622.2,38.41,214.2,0
300.95,310.63,1461.6,30.82,88.0,0
297.62,308.9,1434.0,40.92,11.1,0
301.31,311.87,1551.5,24.35,207.2,1
298.05,306.94,1540.1,41.43,223.3,0
301.57,311.82,1614.8,48.72,201.1,0
302.32,312.82,1495.0,27.49,31.3,0
298.36,309.5,1244.2,24.67,244.5,1
301.93,313.51,1468.8,55.79,63.4,0
300.83,309.81,1665.0,33.88,177.4,0
301.64,310.83,1490.4,51.36,222.5,1
303.79,312.54,1498.6,38.46,57.7,0
299.51,309.28,1695.8,38.38,222.5,1
298.49,308.96,1424.1,44.38,75.8,0
298.22,309.21,1291.2,31.16,239.2,0
298.37,308.29,1512.3,41.32,68.9,0
299.85,309.53,1460.5,36.19,233.6,1
300.68,310.83,1383.4,26.8,13.1,0
300.55,309.72,1509.9,43.37,173.8,0
301.65,313.74,1616.6,37.37,130.4,0
300.03,308.42,1536.5,38.43,117.1,0
302.91,313.09,1587.1,27.9,54.8,0
299.47,311.49,1828.1,55.91,172.9,1
305.44,315.45,1483.1,48.77,46.7,0
301.25,311.06,1582.5,49.64,135.4,0
298.29,307.93,1456.5,36.95,62.0,0
297.86,307.68,1402.6,22.71,234.1,1
300.96,312.34,1444.4,59.53,7.0,1
299.55,307.34,1461.4,39.39,48.9,0
301.43,312.96,1595.5,32.51,59.4,0
300.95,309.52,1913.9,44.17,101.4,0
299.85,309.59,1423.4,51.67,57.0,0
298.31,307.88,1471.3,39.77,120.4,0
296.97,307.56,1527.9,52.79,213.8,1
299.11,307.51,1601.3,50.83,174.5,0
301.71,312.17,1580.2,29.24,142.1,0
300.43,312.45,1743.5,33.26,21.8,0
297.51,306.15,1149.8,49.58,170.0,0
300.35,310.54,1156.1,12.87,40.8,1
300.77,310.11,1458.7,38.51,192.7,0
298.23,308.66,1713.6,25.69,61.3,0
300.31,310.33,1287.5,35.23,102.2,0
300.12,309.47,1100.0,37.01,85.9,0
297.71,308.2,1629.4,36.42,210.4,1
300.72,312.52,1577.0,34.48,31.0,0
301.12,310.93,1363.6,29.03,138.6,0
302.17,312.89,1380.3,62.92,34.8,1
302.11,310.81,1382.8,58.67,172.7,0
297.24,306.29,1555.7,28.38,221.7,0
298.12,308.6,1437.8,55.82,106.5,0
301.03,312.51,1617.1,36.01,119.6,0
301.03,311.38,1100.0,41.29,227.2,0
301.03,310.72,1400.9,39.37,127.6,0
307.71,317.7,1357.8,33.4,119.5,0
301.14,309.89,1497.0,49.84,141.7,0
302.27,312.88,1451.9,41.26,168.9,0
301.91,312.79,1665.7,35.23,26.2,0
301.3,310.85,1240.5,26.95,201.2,1
299.37,308.9,1545.3,31.06,106.7,0
301.52,311.78,1627.3,23.59,17.7,0
298.45,308.02,1835.1,40.12,192.6,0
299.53,309.46,1460.9,28.03,92.4,0
299.03,311.13,1589.9,37.34,24.6,0
300.16,309.92,1249.4,53.7,155.3,0
304.63,314.27,1155.3,51.99,215.6,1
296.27,305.62,1673.2,39.68,217.5,1
301.37,312.12,1537.1,39.13,234.6,0
296.77,306.59,1726.6,58.8,212.6,1
299.06,308.41,1318.3,45.21,0.5,0
302.18,313.5,1621.2,36.72,93.2,0
300.13,311.55,1837.0,25.74,200.5,0
297.84,307.24,1605.2,43.94,89.7,0
298.57,306.7,1582.3,48.29,147.4,0
301.36,312.37,1539.4,33.68,148.5,0
298.54,307.85,1286.7,42.91,89.4,0
300.43,311.22,1754.9,36.36,221.6,1
300.09,308.12,1440.3,38.16,123.3,0
298.7,309.59,1618.7,15.12,113.9,1
304.29,313.08,1287.9,37.78,244.4,0
301.27,312.0,1349.3,49.69,120.9,0
295.95,305.96,1767.6,33.69,43.7,0
300.37,309.42,1482.4,40.53,125.7,0
298.68,308.27,1770.5,32.44,199.4,0
301.7,312.39,1525.5,43.6,190.3,0
298.41,308.52,1243.3,37.83,193.2,0
299.77,310.35,1680.7,30.61,173.5,0
301.01,312.99,1443.6,53.33,62.3,0
301.73,310.17,1649.8,49.29,211.2,0
297.6,309.22,1542.0,33.95,218.9,0
299.33,309.44,1291.1,44.98,47.6,0
299.05,308.15,1564.3,45.37,32.0,0
298.69,307.36,1889.4,46.42,239.0,1
303.53,313.34,1616.9,23.06,212.7,0
300.81,311.73,1528.8,50.07,218.8,1
297.48,307.35,1710.1,34.3,217.2,0
301.84,313.35,1571.7,36.42,132.7,0
304.24,312.79,1571.5,66.38,158.4,1
302.06,312.05,1363.3,43.02,133.6,0
296.96,305.71,1575.4,36.14,12.5,0
299.03,309.4,1703.7,17.95,182.6,1
302.53,313.42,1404.2,53.9,123.8,0
298.58,308.16,1765.9,26.55,158.7,0
300.89,308.28,1523.3,29.97,123.1,0
301.55,311.75,1396.0,36.69,120.5,0
298.15,308.58,1697.6,54.16,42.1,1
299.88,310.29,1492.1,47.73,68.3,0
293.52,304.75,1659.5,38.42,38.9,0
297.95,306.88,1491.3,43.08,47.9,0
299.49,310.18,1528.4,34.0,238.4,0
297.5,308.7,1617.0,41.4,37.5,0
303.26,311.49,1584.5,40.73,66.0,0
297.14,307.46,1218.7,49.69,144.7,0
299.12,308.62,1358.6,49.67,149.5,0
300.26,310.18,1686.7,44.94,37.7,0
302.88,313.23,1516.9,36.38,194.5,0
297.13,306.64,1454.2,47.42,192.4,0
302.33,311.65,1320.6,39.08,58.1,0
300.02,310.05,1365.2,29.18,70.7,0
298.04,306.95,1214.5,35.97,229.8,1
300.92,309.84,1521.8,40.85,202.3,1
300.4,311.08,1442.2,49.1,171.0,0
298.8,307.65,1383.3,38.16,20.1,0
300.14,310.81,1527.1,27.91,102.5,0
299.23,309.69,1596.2,40.57,137.0,0
300.23,308.5,1872.9,41.13,45.9,0
301.32,310.65,1296.1,41.86,109.8,0
303.17,314.37,1723.5,49.2,147.3,0
297.52,306.54,1693.7,50.19,80.2,0
304.27,313.8,1413.3,34.06,191.3,0
296.1,306.56,1570.5,33.84,205.9,0
299.7,310.48,1464.8,29.6,79.3,0
301.18,310.93,1567.7,46.99,205.5,0
300.56,309.96,1779.5,54.49,25.4,1
298.75,310.18,1634.9,36.85,205.2,0
299.58,311.32,1619.4,37.59,37.4,0
299.01,309.99,1469.2,54.67,20.3,0
298.82,308.91,1300.6,45.06,157.2,0
301.7,310.89,1504.6,44.36,115.6,0
300.71,309.88,1731.1,28.09,222.4,1
298.61,309.14,1293.7,46.79,89.0,0
301.8,312.22,1369.2,30.71,70.4,0
300.61,312.02,1558.2,28.66,122.7,0
301.63,312.28,1380.5,36.53,111.7,0
301.26,309.76,1411.2,34.14,84.4,0
298.34,309.39,1470.2,37.78,170.0,0
298.88,307.88,1319.5,25.59,186.1,0
301.49,311.11,1382.1,49.59,209.0,0
301.22,311.47,1650.5,51.28,238.3,1
299.96,311.95,1328.8,20.53,65.3,1
300.23,313.34,1282.3,49.78,175.4,0
302.56,313.16,1437.2,31.89,96.6,0
298.82,308.63,1655.1,48.57,165.9,0
301.09,311.63,1506.5,39.32,116.6,0
299.6,310.48,1463.7,40.29,243.5,1
299.56,309.24,1545.1,38.15,178.6,0
302.2,313.99,1258.7,52.12,233.4,1
301.65,311.88,1617.2,27.6,204.6,1
301.63,312.12,1599.3,46.08,221.2,0
302.61,313.28,1472.5,51.01,199.5,0
300.04,310.46,1698.9,47.16,112.5,0
301.36,312.2,1357.6,63.25,61.7,0
299.38,308.76,1718.5,34.71,90.7,0
300.65,310.09,1562.7,49.57,5.0,0
299.74,308.64,1484.2,38.94,128.4,0
300.19,310.63,1534.8,52.33,123.7,0
301.19,311.97,1520.8,39.92,128.7,0
298.36,308.82,1733.2,36.12,238.6,0
304.18,315.86,1365.7,53.06,223.3,1
297.99,307.98,1416.0,35.08,39.6,0
297.57,308.24,1703.8,25.87,90.4,0
302.32,311.22,1442.7,34.83,103.9,0
301.58,311.2,1682.1,46.19,88.3,0
301.25,311.94,1809.9,53.92,195.6,1
301.26,312.11,1473.7,41.11,128.4,0
299.98,309.68,1647.0,53.18,140.2,1
298.21,308.13,1353.4,26.42,209.0,0
300.15,308.63,1658.8,35.57,197.5,0
298.65,308.29,1569.9,37.11,32.4,0
301.95,312.84,1613.7,38.85,174.9,0
299.71,310.28,1434.7,40.84,106.7,0
298.35,308.85,1272.2,46.91,72.2,0
299.36,309.41,1618.5,35.55,12.3,0
300.83,310.83,1207.9,41.39,119.4,0
298.87,308.21,1487.2,39.55,87.1,0
298.36,309.05,1688.6,30.74,61.6,0
300.49,310.91,1568.7,38.86,170.2,0
300.49,310.98,1849.7,38.56,188.5,0
298.99,308.46,1702.0,38.35,60.0,0
299.06,306.9,1433.4,40.32,12.1,0
300.46,311.56,1542.4,40.76,207.9,1
297.1,306.62,1530.4,35.68,2.4,0
297.19,306.32,1284.9,52.73,229.6,1
298.56,309.26,1387.5,28.31,153.8,0
299.57,309.18,1448.3,32.79,78.9,0
300.62,311.68,1212.2,67.8,60.4,0
302.95,313.57,1545.6,29.62,2.2,0
301.72,312.4,1498.1,26.46,57.7,0
299.68,308.31,1270.3,47.34,33.7,0
299.96,311.17,1602.7,19.23,150.0,1
297.99,308.26,1652.5,37.65,40.8,0
299.96,309.59,1574.3,61.46,129.5,1
299.42,309.57,1486.1,24.55,144.6,0
300.65,308.87,1632.6,20.18,73.0,1
298.35,308.75,1646.8,25.01,8.6,0
301.04,310.01,1587.2,48.98,9.1,0
303.07,311.71,1406.1,51.25,6.5,0
299.78,308.26,1582.3,34.87,181.1,0
300.8,311.92,1729.3,46.83,77.9,0
301.38,310.75,1442.5,53.9,195.1,0
299.2,310.73,1873.7,57.87,105.8,1
300.45,309.91,1453.9,37.54,111.0,0
300.03,308.32,1543.2,16.99,125.7,1
300.2,309.08,1430.4,31.79,174.7,0
298.45,309.69,1573.7,35.73,67.0,0
300.05,309.89,1259.2,37.41,29.8,0
301.0,310.45,1450.6,38.12,136.2,0
302.9,313.06,1363.3,51.19,80.1,0
301.92,312.42,1559.7,52.74,108.4,0
304.31,315.42,1697.1,38.28,158.5,0
298.47,309.91,1641.4,50.98,121.1,0
301.74,311.38,1158.5,43.58,152.0,0
300.37,309.04,1864.7,40.65,133.3,0
304.38,313.97,1585.2,49.07,181.3,0
298.38,308.64,1413.8,40.72,173.0,0
298.32,307.36,1563.1,60.58,130.9,1
298.8,307.84,1566.2,25.62,166.3,0
295.75,306.1,1431.3,34.85,214.0,0
298.95,308.9,1569.7,38.73,105.9,0
298.48,308.51,1440.8,44.39,101.1,0
300.3,309.54,1473.3,52.68,187.2,0
300.68,310.45,1428.2,39.76,142.7,0
303.75,312.83,1308.8,25.78,17.4,0
301.9,312.79,1561.3,48.43,218.6,0
298.85,309.88,1631.6,47.55,7.5,0
298.2,306.36,1620.4,20.58,183.4,1
300.98,310.05,1669.2,39.96,185.9,0
297.36,305.86,1589.9,24.1,233.5,1
303.66,313.01,1452.8,33.35,13.3,0
302.36,312.28,1672.3,30.97,146.2,0
299.06,307.61,1320.8,48.09,104.8,1
296.57,305.65,1393.9,41.17,81.0,0
302.71,311.7,1383.7,27.14,22.1,0
299.77,309.98,1710.8,48.8,137.9,0
302.48,312.54,1688.8,25.66,117.4,0
296.81,306.09,1616.0,43.3,25.6,0
298.8,308.98,1709.5,31.86,150.1,0
300.01,309.46,1397.3,36.34,180.8,0
300.09,309.82,1593.8,45.04,188.0,0
299.1,310.77,1518.0,45.21,221.8,1
301.25,312.59,1673.5,53.37,100.3,1
297.86,306.57,1519.6,39.18,233.5,0
299.72,310.54,1476.4,43.06,212.0,0
300.24,311.05,1624.5,35.62,72.6,0
301.03,309.88,1678.2,41.82,39.0,0
301.42,312.24,1431.1,44.39,106.7,0
297.75,309.29,1528.2,39.02,98.5,0
296.93,305.81,1368.6,21.96,141.1,1
302.56,311.64,1138.3,43.31,142.9,0
300.66,311.68,1570.1,43.65,183.7,0
298.5,308.77,1635.4,33.2,124.9,0
303.1,313.65,1579.9,27.16,25.7,0
300.23,310.57,1226.1,54.76,210.3,1
302.36,312.75,1481.9,44.91,75.9,0
300.14,308.81,1183.1,37.71,238.0,0
304.12,315.17,1757.2,28.63,28.9,0
303.51,314.68,1364.2,31.78,234.8,1
299.5,309.27,1738.9,53.03,22.3,1
301.94,311.9,1689.3,41.38,56.6,0
301.29,309.76,1393.9,34.49,11.4,0
302.74,313.25,1356.8,45.1,172.8,0
298.07,308.64,1594.1,31.86,208.3,0
301.37,311.31,1402.9,55.01,106.3,0
302.12,313.24,1554.4,53.53,227.5,1
296.48,306.15,1460.7,35.33,144.6,0
297.63,308.2,1253.0,33.71,154.4,0
295.92,304.9,1181.1,13.82,207.1,1
299.46,309.44,1574.3,25.18,72.7,0
301.44,311.26,1448.2,26.61,86.8,0
303.0,313.23,1449.5,41.35,222.0,0
300.15,309.78,1649.3,36.74,220.7,1
303.26,313.13,1725.8,26.55,239.2,1
297.24,308.07,1494.4,37.19,221.0,0
296.59,306.16,1483.5,45.05,31.2,0
299.89,308.28,1618.0,45.28,201.8,1
300.77,312.52,1320.9,21.0,100.4,1
299.93,311.32,1573.7,38.72,242.7,0
295.87,304.57,1626.3,26.17,115.7,0
299.82,310.51,1646.8,49.02,135.7,0
297.39,306.89,1228.1,47.84,129.8,0
301.34,311.6,1416.2,31.02,78.8,0
300.73,311.03,1397.5,32.34,18.4,0
298.12,307.89,1554.0,35.39,219.4,0
298.97,308.19,1614.9,17.47,196.7,1
297.88,307.19,1777.5,43.36,34.2,0
299.87,308.96,1458.8,37.27,190.3,0
301.91,311.08,1458.4,49.7,153.3,0
298.03,307.96,1721.9,29.02,100.2,0
301.01,310.29,1585.5,33.81,62.2,0
298.94,309.62,1740.8,24.93,210.6,1
298.41,309.9,1584.2,29.96,171.5,0
299.79,309.21,1352.9,28.18,134.2,0
297.93,308.17,1324.7,49.96,149.3,0
298.89,309.39,1289.8,33.02,22.3,0
297.6,308.08,1643.9,41.24,116.1,0
303.93,314.01,1728.2,36.19,47.5,0
300.07,310.81,1833.9,27.31,51.1,0
298.6,309.08,1672.9,38.32,162.0,0
300.43,309.19,1724.1,45.99,223.3,1
299.78,310.64,1445.2,27.92,98.9,0
299.56,310.45,1353.0,48.09,50.9,0
301.23,310.47,1674.0,31.5,158.9,0
301.52,311.55,1604.8,35.17,213.4,0
298.94,309.62,1555.2,45.31,183.3,0
298.85,308.64,1600.0,33.37,212.8,0
299.45,310.52,1589.7,40.38,131.5,0
295.4,307.76,1743.4,36.85,184.2,0
296.97,306.18,1745.2,41.29,34.3,0
302.73,311.35,1625.1,16.19,85.3,1
303.29,313.59,1673.3,21.7,95.4,0
299.5,310.22,1620.3,46.16,125.3,0
301.15,310.92,1464.2,50.37,227.6,1
300.62,312.08,1659.1,30.9,214.2,1
306.16,314.82,1314.9,37.56,33.0,0
302.24,312.93,1706.6,42.95,42.3,0
299.74,309.14,1346.9,46.93,87.6,0
298.09,309.81,1583.7,19.72,71.2,1
296.79,308.78,1402.8,31.14,150.6,0
300.41,309.64,1626.5,36.67,221.2,1
298.49,307.94,1532.6,47.03,235.8,1
297.16,308.02,1282.8,64.98,160.1,0
298.71,308.32,1605.3,37.72,205.3,1
297.84,307.79,1445.5,25.93,128.7,0
303.37,313.4,1679.0,44.02,51.0,0
301.76,309.84,1538.2,53.21,128.5,0
299.98,309.97,1601.3,41.08,136.0,0
302.96,312.27,1384.8,30.93,181.9,0
300.15,309.66,1443.7,49.58,53.9,0
298.28,309.72,1464.6,46.64,90.2,0
303.05,311.79,1675.1,29.74,89.2,0
301.08,311.89,1806.4,43.81,235.1,1
297.93,307.65,1409.2,49.97,108.8,0
299.62,309.34,1710.3,51.82,185.0,1
298.25,309.04,1190.9,39.34,183.9,0
297.23,307.57,1346.9,36.42,65.1,0
301.85,312.42,1384.6,52.27,140.1,0
303.82,314.79,1321.6,27.9,219.1,0
297.2,306.87,1284.6,44.39,116.4,0
301.13,310.51,1604.1,26.3,231.6,0
298.7,307.61,1503.7,50.65,52.5,0
299.03,308.2,1598.7,37.42,18.2,0
298.82,311.76,1648.5,52.69,218.4,1
298.27,309.52,1580.5,44.91,207.7,1
300.1,308.75,1643.2,27.77,243.2,0
298.34,307.02,1526.9,54.25,166.5,0
300.54,311.02,1348.1,55.51,229.5,1
299.9,310.45,1707.3,48.82,202.6,1
299.52,310.07,1443.7,32.38,206.9,1
298.18,307.93,1388.3,36.94,139.4,0
298.85,308.72,1509.5,41.45,93.7,0
301.51,311.84,1392.0,32.96,229.0,1
301.0,311.09,1471.2,56.92,105.9,0
298.04,305.83,1593.0,41.44,132.0,0
300.2,309.97,1593.7,12.97,109.3,1
301.5,310.65,1394.3,43.39,138.4,0
296.66,306.84,1460.0,36.52,115.3,0
301.09,314.07,1709.9,39.25,11.8,0
298.67,309.04,1617.4,36.31,216.1,0
301.14,310.83,1870.0,48.07,108.9,1
298.47,309.4,1726.8,51.2,144.3,1
296.39,306.87,1721.1,42.83,34.1,0
296.74,307.17,1315.9,36.61,0.8,0
300.1,310.7,1660.2,39.59,60.1,0
300.52,312.58,1529.5,40.2,172.6,0
298.19,307.06,1449.8,31.98,24.3,0
301.28,311.75,1564.9,45.79,222.7,1
296.68,305.75,1689.2,44.6,52.7,0
299.87,310.42,1618.1,55.4,50.1,1
297.58,306.66,1397.4,52.55,44.5,0
298.7,308.28,1656.8,33.14,3.4,0
300.09,309.8,1436.0,48.2,189.1,0
298.28,309.25,1572.7,30.49,214.4,1
299.23,310.15,1489.5,46.96,150.5,0
302.01,310.77,1503.0,34.83,46.1,0
298.85,308.9,1660.6,29.77,69.9,0
301.67,310.96,1371.6,42.8,116.6,0
297.74,306.48,1849.2,13.25,233.8,1
301.06,310.84,1246.6,22.49,60.6,1
302.88,312.57,1442.4,38.23,179.3,0
295.06,307.48,1597.2,40.82,107.7,0
298.41,308.84,1631.5,36.31,73.0,0
301.15,309.78,1521.9,24.21,111.7,0
299.59,309.03,1528.8,31.82,17.4,0
300.74,311.76,1603.7,43.91,195.7,0
298.79,310.88,1501.0,45.82,59.6,0
300.17,308.59,1760.9,39.84,177.7,0
299.69,307.81,1672.3,51.57,16.7,1
302.34,314.21,1677.7,43.97,234.0,0
300.51,310.9,1383.4,32.53,47.3,0
300.68,309.81,1525.3,37.19,216.3,0
299.18,309.71,1489.9,25.97,198.3,0
299.02,306.39,1377.1,38.92,237.1,1
299.13,309.14,1595.6,51.12,117.1,0
300.79,311.12,1452.0,46.85,178.2,0
299.16,310.08,1642.9,54.02,90.8,1
300.58,309.57,1366.8,36.97,45.2,0
304.15,314.24,1813.0,53.46,108.6,1
301.74,310.82,1394.6,38.07,40.6,0
299.35,309.6,1573.1,54.72,240.6,1
302.4,311.51,1664.7,39.78,23.6,0
299.18,308.78,1446.7,47.07,144.4,0
295.92,304.93,1674.4,54.75,153.5,1
297.98,308.63,1341.3,38.07,131.8,0
296.26,307.12,1770.3,42.18,162.2,0
299.3,309.06,1540.3,52.89,28.5,0
300.04,310.08,1442.6,38.67,136.0,0
303.35,311.9,1490.1,26.79,70.4,0
300.65,310.35,1667.4,61.43,230.3,1
299.56,309.51,1444.5,35.3,186.7,0
301.66,314.28,1418.1,41.59,238.3,1
295.58,304.47,1502.6,51.56,9.2,0
300.47,311.94,1349.7,33.92,69.9,0
301.54,312.54,1829.3,29.92,47.9,0
297.04,307.32,1447.4,42.54,2.7,0
302.29,314.05,1671.1,22.07,59.4,0
300.68,311.05,1571.5,37.12,166.3,0
299.17,309.56,1380.5,42.45,56.6,0
301.27,311.21,1537.0,37.3,124.7,0
304.54,315.76,1663.4,24.57,217.5,0
300.36,311.46,1507.9,55.94,170.0,0
300.5,309.87,1728.9,41.04,96.7,0
299.08,307.76,1701.4,54.31,91.3,1
298.3,308.1,1685.0,37.4,111.7,0
301.66,310.86,1464.5,31.2,43.4,0
298.29,308.22,1365.2,42.69,155.3,0
300.14,311.38,1439.8,37.84,89.2,0
299.04,308.59,1569.4,28.22,208.8,1
300.96,310.92,1625.3,54.7,185.4,1
300.67,310.73,1190.5,33.78,149.6,0
302.08,312.92,1536.7,21.6,89.2,1
298.98,306.73,1563.3,53.28,51.4,0
299.46,308.85,1493.6,34.96,190.2,0
298.04,308.25,1744.6,33.92,119.2,0
299.11,310.31,1605.5,22.35,55.1,0
300.75,310.26,1747.6,57.41,47.8,1
301.51,309.64,1503.4,27.11,40.5,0
298.16,308.78,1688.0,40.58,190.4,0
301.74,311.1,1799.6,49.13,56.1,1
302.71,311.52,1747.9,44.22,129.0,0
300.83,310.2,1363.3,39.4,110.6,0
303.75,313.57,1497.4,22.98,142.0,0
